transaction_id,obligor_id,facility_id,transaction_type,amount,currency,transaction_date,value_date,status,reference_number,description,created_by,approved_by
TXN-002724,OBL-00429,FAC-0085,Repayment,361780923.9,USD,2023-06-22,2023-06-24,Pending,REF-34126013,Repayment processed under FAC-0085,R. Williams,J. Thompson
TXN-002725,OBL-00174,FAC-0009,Waiver,498090.55,USD,2024-05-01,2024-05-02,Cancelled,REF-40556252,Waiver processed under FAC-0009,M. Chen,A. Rodriguez
TXN-002726,OBL-00097,FAC-0037,Waiver,30377601.97,USD,2024-01-12,2024-01-12,Pending,REF-12235835,Waiver processed under FAC-0037,P. Wilson,P. Wilson
TXN-002727,OBL-00118,FAC-0060,Interest Payment,114250444.16,USD,2021-08-13,2021-08-14,Cancelled,REF-26586567,Drawdown processed under FAC-0060,P. Wilson,A. Rodriguez
TXN-002728,OBL-00453,FAC-0042,Fee Payment,144315609.11,USD,2020-10-27,2020-10-29,Cancelled,REF-24630115,Amendment processed under FAC-0042,A. Rodriguez,L. Johnson
TXN-002729,OBL-00442,FAC-0094,Amendment,68994154.3,USD,2020-03-04,2020-03-07,Cancelled,REF-36418676,Assignment processed under FAC-0094,D. Lee,P. Wilson
TXN-002730,OBL-00391,FAC-0024,Amendment,402892173.39,USD,2023-01-19,2023-01-20,Completed,REF-29943076,Repayment processed under FAC-0024,A. Rodriguez,K. Brown
TXN-002731,OBL-00477,FAC-0079,Fee Payment,54861787.63,USD,2022-12-23,2022-12-24,Pending,REF-93578562,Rollover processed under FAC-0079,C. Davis,A. Rodriguez
TXN-002732,OBL-00258,FAC-0088,Rollover,398050754.91,USD,2020-08-11,2020-08-11,Pending,REF-30213700,Amendment processed under FAC-0088,S. Patel,K. Brown
TXN-002733,OBL-00177,FAC-0037,Waiver,43549195.93,USD,2022-08-06,2022-08-09,Completed,REF-77636982,Assignment processed under FAC-0037,D. Lee,L. Johnson
TXN-002734,OBL-00398,FAC-0011,Amendment,65096150.85,USD,2021-12-11,2021-12-12,Failed,REF-80152714,Participation processed under FAC-0011,S. Patel,M. Chen
TXN-002735,OBL-00384,FAC-0017,Interest Payment,72681757.74,USD,2024-03-30,2024-04-02,Completed,REF-51717070,Amendment processed under FAC-0017,S. Patel,S. Patel
TXN-002736,OBL-00328,FAC-0013,Repayment,218903926.17,USD,2021-10-21,2021-10-22,Pending,REF-80650419,Participation processed under FAC-0013,S. Patel,C. Davis
TXN-002737,OBL-00013,FAC-0003,Amendment,864787312.88,USD,2021-11-09,2021-11-09,Completed,REF-59059716,Fee Payment processed under FAC-0003,C. Davis,C. Davis
TXN-002738,OBL-00096,FAC-0008,Amendment,74704537.14,USD,2022-11-12,2022-11-15,Pending,REF-63245529,Assignment processed under FAC-0008,K. Brown,K. Brown
TXN-002739,OBL-00469,FAC-0045,Participation,102150969.33,USD,2022-02-14,2022-02-14,Failed,REF-76457090,Amendment processed under FAC-0045,R. Williams,C. Davis
TXN-002740,OBL-00229,FAC-0032,Assignment,34585580.2,USD,2020-06-10,2020-06-11,Completed,REF-37864566,Repayment processed under FAC-0032,M. Chen,K. Brown
TXN-002741,OBL-00285,FAC-0076,Interest Payment,35635183.39,USD,2022-01-07,2022-01-08,Pending,REF-27232830,Repayment processed under FAC-0076,J. Thompson,D. Lee
TXN-002742,OBL-00431,FAC-0079,Amendment,61378258.34,USD,2021-08-28,2021-08-28,Completed,REF-10509040,Repayment processed under FAC-0079,J. Thompson,K. Brown
TXN-002743,OBL-00042,FAC-0033,Rollover,253293047.38,USD,2021-07-22,2021-07-24,Failed,REF-61264624,Amendment processed under FAC-0033,R. Williams,D. Lee
TXN-002744,OBL-00160,FAC-0010,Rollover,26816688.26,USD,2021-07-09,2021-07-10,Failed,REF-74266790,Repayment processed under FAC-0010,A. Rodriguez,R. Williams
TXN-002745,OBL-00117,FAC-0043,Rollover,426817241.41,USD,2021-04-10,2021-04-11,Pending,REF-32095950,Rollover processed under FAC-0043,K. Brown,P. Wilson
TXN-002746,OBL-00240,FAC-0005,Drawdown,2473308.49,USD,2020-02-28,2020-02-28,Cancelled,REF-37651781,Amendment processed under FAC-0005,M. Chen,L. Johnson
TXN-002747,OBL-00155,FAC-0024,Participation,33708071.29,USD,2023-05-13,2023-05-16,Cancelled,REF-57774108,Participation processed under FAC-0024,K. Brown,A. Rodriguez
TXN-002748,OBL-00376,FAC-0066,Assignment,14624491.91,USD,2022-12-22,2022-12-22,Failed,REF-64152948,Drawdown processed under FAC-0066,S. Patel,A. Rodriguez
TXN-002749,OBL-00188,FAC-0038,Amendment,269838299.9,USD,2023-03-18,2023-03-19,Completed,REF-71249525,Syndication processed under FAC-0038,M. Chen,C. Davis
TXN-002750,OBL-00066,FAC-0049,Drawdown,20161980.6,USD,2022-10-02,2022-10-04,Completed,REF-38774443,Repayment processed under FAC-0049,S. Patel,S. Patel
TXN-002751,OBL-00096,FAC-0008,Drawdown,124175921.05,USD,2021-04-14,2021-04-16,Pending,REF-11849530,Amendment processed under FAC-0008,D. Lee,M. Chen
TXN-002752,OBL-00352,FAC-0002,Participation,10075099.25,USD,2020-08-28,2020-08-30,Completed,REF-63196234,Participation processed under FAC-0002,D. Lee,L. Johnson
TXN-002753,OBL-00236,FAC-0063,Assignment,10455243.7,USD,2022-08-23,2022-08-26,Completed,REF-39686286,Syndication processed under FAC-0063,K. Brown,K. Brown
TXN-002754,OBL-00441,FAC-0068,Drawdown,24864380.65,USD,2024-04-10,2024-04-12,Cancelled,REF-70301444,Syndication processed under FAC-0068,S. Patel,S. Patel
TXN-002755,OBL-00438,FAC-0014,Interest Payment,1281048.19,USD,2023-01-30,2023-01-31,Cancelled,REF-96572962,Participation processed under FAC-0014,S. Patel,A. Rodriguez
TXN-002756,OBL-00298,FAC-0020,Participation,584664060.48,USD,2021-03-11,2021-03-14,Completed,REF-74526697,Participation processed under FAC-0020,L. Johnson,D. Lee
TXN-002757,OBL-00069,FAC-0029,Fee Payment,43935341.07,USD,2022-05-23,2022-05-25,Failed,REF-37647573,Fee Payment processed under FAC-0029,J. Thompson,L. Johnson
TXN-002758,OBL-00370,FAC-0068,Syndication,170909252.39,USD,2024-05-14,2024-05-16,Failed,REF-32293530,Drawdown processed under FAC-0068,K. Brown,K. Brown
TXN-002759,OBL-00338,FAC-0008,Participation,178210851.52,USD,2022-03-24,2022-03-24,Completed,REF-41086582,Repayment processed under FAC-0008,S. Patel,M. Chen
TXN-002760,OBL-00130,FAC-0028,Waiver,145494456.75,USD,2023-08-31,2023-09-02,Failed,REF-47194050,Rollover processed under FAC-0028,C. Davis,A. Rodriguez
TXN-002761,OBL-00058,FAC-0046,Syndication,342041551.87,USD,2022-12-02,2022-12-04,Completed,REF-23163805,Interest Payment processed under FAC-0046,L. Johnson,S. Patel
TXN-002762,OBL-00061,FAC-0095,Assignment,37007017.44,USD,2020-02-29,2020-03-03,Failed,REF-21857900,Assignment processed under FAC-0095,J. Thompson,L. Johnson
TXN-002763,OBL-00287,FAC-0047,Amendment,533252828.79,USD,2023-12-25,2023-12-26,Cancelled,REF-81004829,Repayment processed under FAC-0047,A. Rodriguez,K. Brown
TXN-002764,OBL-00373,FAC-0096,Participation,70808298.53,USD,2021-11-23,2021-11-25,Cancelled,REF-59965553,Rollover processed under FAC-0096,L. Johnson,S. Patel
TXN-002765,OBL-00038,FAC-0031,Fee Payment,294347046.17,USD,2023-06-29,2023-06-30,Completed,REF-37994299,Syndication processed under FAC-0031,M. Chen,K. Brown
TXN-002766,OBL-00173,FAC-0095,Syndication,22519558.23,USD,2023-03-26,2023-03-29,Pending,REF-67400859,Participation processed under FAC-0095,D. Lee,D. Lee
TXN-002767,OBL-00250,FAC-0057,Participation,152506331.87,USD,2022-01-19,2022-01-20,Pending,REF-19650604,Fee Payment processed under FAC-0057,L. Johnson,A. Rodriguez
TXN-002768,OBL-00249,FAC-0007,Fee Payment,257780499.84,USD,2021-06-10,2021-06-10,Failed,REF-13152349,Participation processed under FAC-0007,C. Davis,L. Johnson
TXN-002769,OBL-00092,FAC-0044,Fee Payment,97328838.48,USD,2022-06-04,2022-06-07,Completed,REF-91578288,Rollover processed under FAC-0044,J. Thompson,D. Lee
TXN-002770,OBL-00435,FAC-0029,Drawdown,27489878.8,USD,2022-04-11,2022-04-11,Completed,REF-22613361,Repayment processed under FAC-0029,A. Rodriguez,M. Chen
TXN-002771,OBL-00313,FAC-0025,Drawdown,2885860.39,USD,2020-08-05,2020-08-07,Completed,REF-47991516,Interest Payment processed under FAC-0025,M. Chen,K. Brown
TXN-002772,OBL-00498,FAC-0081,Repayment,113981777.47,USD,2021-05-29,2021-06-01,Completed,REF-88520871,Rollover processed under FAC-0081,J. Thompson,A. Rodriguez
TXN-002773,OBL-00002,FAC-0028,Syndication,63226846.92,USD,2024-01-27,2024-01-30,Completed,REF-71776297,Rollover processed under FAC-0028,J. Thompson,L. Johnson
TXN-002774,OBL-00430,FAC-0011,Assignment,191270689.03,USD,2023-07-11,2023-07-11,Completed,REF-81177751,Drawdown processed under FAC-0011,K. Brown,D. Lee
TXN-002775,OBL-00314,FAC-0047,Fee Payment,52651696.15,USD,2023-03-18,2023-03-21,Pending,REF-70678573,Interest Payment processed under FAC-0047,J. Thompson,P. Wilson
TXN-002776,OBL-00346,FAC-0100,Interest Payment,19843105.3,USD,2022-03-18,2022-03-18,Completed,REF-71481011,Interest Payment processed under FAC-0100,K. Brown,L. Johnson
TXN-002777,OBL-00115,FAC-0072,Participation,22591190.04,USD,2023-10-13,2023-10-14,Pending,REF-86183837,Rollover processed under FAC-0072,D. Lee,S. Patel
TXN-002778,OBL-00459,FAC-0005,Assignment,129862565.85,USD,2021-06-30,2021-07-02,Completed,REF-99197484,Waiver processed under FAC-0005,R. Williams,D. Lee
TXN-002779,OBL-00317,FAC-0002,Assignment,5707958.22,USD,2021-02-04,2021-02-05,Pending,REF-10954692,Repayment processed under FAC-0002,A. Rodriguez,R. Williams
TXN-002780,OBL-00158,FAC-0069,Assignment,100331559.81,USD,2023-10-20,2023-10-20,Cancelled,REF-76993101,Fee Payment processed under FAC-0069,S. Patel,K. Brown
TXN-002781,OBL-00003,FAC-0045,Syndication,76427131.08,USD,2023-04-15,2023-04-18,Failed,REF-84064654,Participation processed under FAC-0045,C. Davis,K. Brown
TXN-002782,OBL-00387,FAC-0076,Participation,382421954.61,USD,2020-05-08,2020-05-08,Completed,REF-91195046,Assignment processed under FAC-0076,M. Chen,R. Williams
TXN-002783,OBL-00257,FAC-0030,Rollover,172533560.49,USD,2022-02-14,2022-02-17,Completed,REF-38526385,Fee Payment processed under FAC-0030,K. Brown,L. Johnson
TXN-002784,OBL-00140,FAC-0024,Fee Payment,86483997.57,USD,2022-10-13,2022-10-13,Completed,REF-75766986,Syndication processed under FAC-0024,D. Lee,K. Brown
TXN-002785,OBL-00454,FAC-0078,Amendment,99948063.67,USD,2024-06-30,2024-07-02,Cancelled,REF-54933242,Participation processed under FAC-0078,D. Lee,K. Brown
TXN-002786,OBL-00198,FAC-0039,Amendment,56608667.81,USD,2023-06-21,2023-06-23,Pending,REF-20510156,Waiver processed under FAC-0039,R. Williams,M. Chen
TXN-002787,OBL-00141,FAC-0095,Drawdown,219723926.54,USD,2022-06-26,2022-06-28,Cancelled,REF-95701525,Interest Payment processed under FAC-0095,L. Johnson,J. Thompson
TXN-002788,OBL-00397,FAC-0037,Interest Payment,30575888.16,USD,2022-01-16,2022-01-17,Failed,REF-96899734,Drawdown processed under FAC-0037,C. Davis,L. Johnson
TXN-002789,OBL-00348,FAC-0021,Fee Payment,52088856.88,USD,2024-03-11,2024-03-14,Cancelled,REF-93717431,Amendment processed under FAC-0021,R. Williams,J. Thompson
TXN-002790,OBL-00122,FAC-0004,Drawdown,150069616.43,USD,2022-06-22,2022-06-24,Pending,REF-80461229,Drawdown processed under FAC-0004,R. Williams,M. Chen
TXN-002791,OBL-00273,FAC-0014,Waiver,20550104.38,USD,2021-03-18,2021-03-19,Pending,REF-87892707,Fee Payment processed under FAC-0014,S. Patel,P. Wilson
TXN-002792,OBL-00062,FAC-0065,Amendment,9747296.11,USD,2021-05-22,2021-05-25,Cancelled,REF-80445740,Drawdown processed under FAC-0065,L. Johnson,J. Thompson
TXN-002793,OBL-00244,FAC-0095,Amendment,35109024.9,USD,2021-03-29,2021-04-01,Completed,REF-57210837,Drawdown processed under FAC-0095,K. Brown,M. Chen
TXN-002794,OBL-00091,FAC-0058,Waiver,182718040.74,USD,2023-12-17,2023-12-19,Completed,REF-16159192,Interest Payment processed under FAC-0058,K. Brown,R. Williams
TXN-002795,OBL-00265,FAC-0016,Syndication,51944040.8,USD,2021-04-16,2021-04-19,Completed,REF-37124192,Amendment processed under FAC-0016,K. Brown,D. Lee
TXN-002796,OBL-00144,FAC-0068,Syndication,47271377.06,USD,2023-08-19,2023-08-22,Pending,REF-15012055,Fee Payment processed under FAC-0068,M. Chen,S. Patel
TXN-002797,OBL-00463,FAC-0092,Rollover,486259324.45,USD,2022-09-21,2022-09-22,Failed,REF-73691283,Amendment processed under FAC-0092,A. Rodriguez,R. Williams
TXN-002798,OBL-00305,FAC-0005,Rollover,321327246.99,USD,2020-10-27,2020-10-27,Completed,REF-19370518,Drawdown processed under FAC-0005,A. Rodriguez,J. Thompson
TXN-002799,OBL-00092,FAC-0044,Assignment,49662905.62,USD,2023-07-10,2023-07-13,Failed,REF-24787439,Rollover processed under FAC-0044,R. Williams,A. Rodriguez
TXN-002800,OBL-00201,FAC-0022,Assignment,104601705.21,USD,2021-09-04,2021-09-06,Pending,REF-85937903,Assignment processed under FAC-0022,M. Chen,C. Davis
TXN-002801,OBL-00101,FAC-0096,Amendment,105397528.08,USD,2021-04-28,2021-04-28,Completed,REF-38851827,Waiver processed under FAC-0096,D. Lee,R. Williams
TXN-002802,OBL-00139,FAC-0067,Fee Payment,135794750.44,USD,2023-12-16,2023-12-19,Completed,REF-13077195,Waiver processed under FAC-0067,S. Patel,K. Brown
TXN-002803,OBL-00017,FAC-0080,Syndication,14699880.61,USD,2021-01-15,2021-01-18,Failed,REF-73132152,Waiver processed under FAC-0080,K. Brown,D. Lee
TXN-002804,OBL-00031,FAC-0012,Participation,54605214.49,USD,2022-09-11,2022-09-11,Cancelled,REF-26072589,Interest Payment processed under FAC-0012,P. Wilson,S. Patel
TXN-002805,OBL-00123,FAC-0056,Fee Payment,94651451.07,USD,2024-01-12,2024-01-15,Failed,REF-24735413,Interest Payment processed under FAC-0056,M. Chen,D. Lee
TXN-002806,OBL-00237,FAC-0004,Rollover,179942912.12,USD,2021-06-03,2021-06-05,Failed,REF-49942639,Repayment processed under FAC-0004,M. Chen,M. Chen
TXN-002807,OBL-00256,FAC-0099,Participation,932230.02,USD,2022-04-22,2022-04-25,Completed,REF-75669891,Rollover processed under FAC-0099,A. Rodriguez,J. Thompson
TXN-002808,OBL-00322,FAC-0012,Waiver,18810680.1,USD,2024-03-23,2024-03-26,Completed,REF-14021494,Syndication processed under FAC-0012,L. Johnson,J. Thompson
TXN-002809,OBL-00254,FAC-0067,Participation,64674254.86,USD,2020-03-14,2020-03-17,Cancelled,REF-96635845,Amendment processed under FAC-0067,D. Lee,C. Davis
TXN-002810,OBL-00375,FAC-0077,Fee Payment,99486622.3,USD,2021-07-04,2021-07-05,Completed,REF-79463662,Waiver processed under FAC-0077,D. Lee,M. Chen
TXN-002811,OBL-00222,FAC-0059,Drawdown,44380525.81,USD,2021-11-03,2021-11-05,Completed,REF-45208012,Rollover processed under FAC-0059,S. Patel,D. Lee
TXN-002812,OBL-00095,FAC-0005,Fee Payment,224740207.58,USD,2022-11-18,2022-11-18,Completed,REF-70624300,Participation processed under FAC-0005,C. Davis,M. Chen
TXN-002813,OBL-00406,FAC-0077,Amendment,9666935.91,USD,2023-09-20,2023-09-23,Completed,REF-21100757,Syndication processed under FAC-0077,D. Lee,C. Davis
TXN-002814,OBL-00167,FAC-0036,Amendment,722804347.8,USD,2024-03-08,2024-03-10,Completed,REF-83930599,Participation processed under FAC-0036,P. Wilson,R. Williams
TXN-002815,OBL-00381,FAC-0052,Interest Payment,301478.51,USD,2023-04-18,2023-04-19,Cancelled,REF-14519690,Assignment processed under FAC-0052,R. Williams,K. Brown
TXN-002816,OBL-00003,FAC-0045,Rollover,23254383.99,USD,2023-12-31,2024-01-02,Failed,REF-17259175,Repayment processed under FAC-0045,R. Williams,S. Patel
TXN-002817,OBL-00106,FAC-0013,Rollover,456267670.66,USD,2023-08-22,2023-08-22,Failed,REF-98368477,Rollover processed under FAC-0013,K. Brown,K. Brown
TXN-002818,OBL-00101,FAC-0096,Interest Payment,236733027.93,USD,2021-03-24,2021-03-24,Completed,REF-58078997,Syndication processed under FAC-0096,R. Williams,L. Johnson
TXN-002819,OBL-00497,FAC-0058,Rollover,12618099.91,USD,2020-01-07,2020-01-08,Cancelled,REF-89613742,Repayment processed under FAC-0058,R. Williams,L. Johnson
TXN-002820,OBL-00413,FAC-0027,Assignment,2412462.99,USD,2024-06-15,2024-06-15,Completed,REF-31924788,Drawdown processed under FAC-0027,A. Rodriguez,S. Patel
TXN-002821,OBL-00444,FAC-0019,Participation,122845008.43,USD,2023-07-10,2023-07-12,Completed,REF-10587760,Drawdown processed under FAC-0019,L. Johnson,S. Patel
TXN-002822,OBL-00103,FAC-0080,Syndication,373281521.11,USD,2020-06-09,2020-06-10,Failed,REF-26953735,Drawdown processed under FAC-0080,L. Johnson,C. Davis
TXN-002823,OBL-00448,FAC-0031,Drawdown,198327746.59,USD,2020-09-11,2020-09-11,Completed,REF-49905846,Participation processed under FAC-0031,L. Johnson,D. Lee
TXN-002824,OBL-00112,FAC-0099,Assignment,38395413.38,USD,2022-11-23,2022-11-25,Failed,REF-70004839,Fee Payment processed under FAC-0099,P. Wilson,C. Davis
TXN-002825,OBL-00482,FAC-0021,Waiver,146916198.05,USD,2024-03-12,2024-03-13,Cancelled,REF-53945212,Fee Payment processed under FAC-0021,C. Davis,A. Rodriguez
TXN-002826,OBL-00192,FAC-0044,Fee Payment,196290630.56,USD,2020-06-22,2020-06-23,Failed,REF-28533215,Syndication processed under FAC-0044,L. Johnson,S. Patel
TXN-002827,OBL-00301,FAC-0059,Interest Payment,40868678.28,USD,2021-12-28,2021-12-28,Completed,REF-59006878,Assignment processed under FAC-0059,K. Brown,C. Davis
TXN-002828,OBL-00402,FAC-0034,Waiver,17725705.95,USD,2022-12-13,2022-12-13,Failed,REF-15505434,Fee Payment processed under FAC-0034,J. Thompson,C. Davis
TXN-002829,OBL-00064,FAC-0076,Rollover,380567954.06,USD,2023-03-23,2023-03-26,Completed,REF-50712450,Amendment processed under FAC-0076,C. Davis,D. Lee
TXN-002830,OBL-00199,FAC-0066,Amendment,175576.99,USD,2020-07-30,2020-08-01,Failed,REF-84411183,Amendment processed under FAC-0066,P. Wilson,A. Rodriguez
TXN-002831,OBL-00454,FAC-0078,Participation,123912941.15,USD,2023-12-31,2024-01-02,Failed,REF-28284520,Amendment processed under FAC-0078,L. Johnson,K. Brown
TXN-002832,OBL-00365,FAC-0019,Waiver,114317005.6,USD,2021-08-17,2021-08-17,Completed,REF-69541630,Syndication processed under FAC-0019,P. Wilson,R. Williams
TXN-002833,OBL-00178,FAC-0097,Fee Payment,41378855.55,USD,2024-05-24,2024-05-26,Completed,REF-54646354,Participation processed under FAC-0097,C. Davis,A. Rodriguez
TXN-002834,OBL-00440,FAC-0094,Assignment,67255756.3,USD,2020-05-06,2020-05-07,Pending,REF-54256334,Amendment processed under FAC-0094,D. Lee,D. Lee
TXN-002835,OBL-00322,FAC-0012,Rollover,6050741.84,USD,2022-10-14,2022-10-17,Completed,REF-59652144,Amendment processed under FAC-0012,A. Rodriguez,S. Patel
TXN-002836,OBL-00112,FAC-0099,Amendment,12853877.87,USD,2022-11-19,2022-11-22,Cancelled,REF-88758242,Fee Payment processed under FAC-0099,D. Lee,P. Wilson
TXN-002837,OBL-00241,FAC-0019,Drawdown,6083835.03,USD,2023-06-14,2023-06-14,Cancelled,REF-48255107,Waiver processed under FAC-0019,R. Williams,P. Wilson
TXN-002838,OBL-00146,FAC-0082,Syndication,122455137.36,USD,2023-01-26,2023-01-28,Pending,REF-45588047,Repayment processed under FAC-0082,K. Brown,K. Brown
TXN-002839,OBL-00068,FAC-0060,Assignment,73291637.49,USD,2021-02-08,2021-02-10,Completed,REF-30674632,Waiver processed under FAC-0060,R. Williams,P. Wilson
TXN-002840,OBL-00114,FAC-0053,Assignment,43060422.9,USD,2021-12-04,2021-12-04,Pending,REF-69961970,Amendment processed under FAC-0053,P. Wilson,J. Thompson
TXN-002841,OBL-00193,FAC-0080,Interest Payment,429420802.59,USD,2021-09-08,2021-09-08,Pending,REF-29800510,Assignment processed under FAC-0080,K. Brown,R. Williams
TXN-002842,OBL-00102,FAC-0006,Repayment,110296260.32,USD,2020-05-08,2020-05-10,Cancelled,REF-94237070,Fee Payment processed under FAC-0006,L. Johnson,A. Rodriguez
TXN-002843,OBL-00255,FAC-0050,Amendment,5874160.07,USD,2023-07-28,2023-07-28,Completed,REF-55149499,Participation processed under FAC-0050,M. Chen,L. Johnson
TXN-002844,OBL-00181,FAC-0096,Waiver,547958904.61,USD,2021-12-29,2021-12-31,Pending,REF-35143995,Repayment processed under FAC-0096,K. Brown,C. Davis
TXN-002845,OBL-00490,FAC-0065,Assignment,102149919.25,USD,2023-09-20,2023-09-21,Cancelled,REF-65648320,Syndication processed under FAC-0065,C. Davis,J. Thompson
TXN-002846,OBL-00287,FAC-0047,Amendment,512540868.43,USD,2024-05-21,2024-05-23,Cancelled,REF-87917307,Repayment processed under FAC-0047,J. Thompson,C. Davis
TXN-002847,OBL-00214,FAC-0045,Repayment,51060242.0,USD,2024-04-03,2024-04-03,Pending,REF-21917786,Waiver processed under FAC-0045,R. Williams,D. Lee
TXN-002848,OBL-00287,FAC-0047,Rollover,63171909.16,USD,2021-10-19,2021-10-20,Pending,REF-88258458,Fee Payment processed under FAC-0047,M. Chen,K. Brown
TXN-002849,OBL-00285,FAC-0076,Rollover,269978280.06,USD,2022-02-24,2022-02-24,Cancelled,REF-42557172,Repayment processed under FAC-0076,K. Brown,J. Thompson
TXN-002850,OBL-00269,FAC-0097,Drawdown,171134121.82,USD,2023-03-25,2023-03-27,Completed,REF-14484473,Waiver processed under FAC-0097,R. Williams,C. Davis
TXN-002851,OBL-00101,FAC-0096,Waiver,22916207.13,USD,2023-05-08,2023-05-08,Completed,REF-33248060,Drawdown processed under FAC-0096,S. Patel,K. Brown
TXN-002852,OBL-00146,FAC-0082,Fee Payment,131468415.6,USD,2020-04-09,2020-04-09,Cancelled,REF-41858513,Fee Payment processed under FAC-0082,P. Wilson,K. Brown
TXN-002853,OBL-00125,FAC-0073,Drawdown,149662360.79,USD,2022-10-20,2022-10-20,Cancelled,REF-99806586,Fee Payment processed under FAC-0073,C. Davis,C. Davis
TXN-002854,OBL-00326,FAC-0097,Repayment,32134267.99,USD,2022-07-05,2022-07-06,Failed,REF-81443530,Rollover processed under FAC-0097,M. Chen,C. Davis
TXN-002855,OBL-00153,FAC-0058,Syndication,102541514.57,USD,2021-08-03,2021-08-06,Pending,REF-68019225,Syndication processed under FAC-0058,M. Chen,L. Johnson
TXN-002856,OBL-00451,FAC-0078,Amendment,70307670.12,USD,2020-10-03,2020-10-03,Failed,REF-22442660,Interest Payment processed under FAC-0078,L. Johnson,S. Patel
TXN-002857,OBL-00381,FAC-0052,Assignment,5302548.11,USD,2024-04-17,2024-04-20,Completed,REF-29984925,Syndication processed under FAC-0052,L. Johnson,L. Johnson
TXN-002858,OBL-00435,FAC-0029,Participation,35036841.31,USD,2020-03-02,2020-03-04,Completed,REF-32341047,Assignment processed under FAC-0029,P. Wilson,K. Brown
TXN-002859,OBL-00209,FAC-0084,Waiver,147214687.75,USD,2021-05-05,2021-05-08,Failed,REF-22472097,Participation processed under FAC-0084,D. Lee,D. Lee
TXN-002860,OBL-00423,FAC-0043,Interest Payment,210785379.87,USD,2021-09-11,2021-09-13,Completed,REF-62099344,Participation processed under FAC-0043,D. Lee,A. Rodriguez
TXN-002861,OBL-00157,FAC-0071,Fee Payment,73400900.25,USD,2021-06-10,2021-06-13,Failed,REF-92759256,Waiver processed under FAC-0071,M. Chen,A. Rodriguez
TXN-002862,OBL-00415,FAC-0075,Syndication,354373961.73,USD,2021-10-31,2021-11-02,Completed,REF-97723966,Interest Payment processed under FAC-0075,M. Chen,P. Wilson
TXN-002863,OBL-00143,FAC-0075,Rollover,169058205.31,USD,2020-01-21,2020-01-22,Completed,REF-84560540,Rollover processed under FAC-0075,K. Brown,L. Johnson
TXN-002864,OBL-00393,FAC-0024,Participation,214800604.29,USD,2023-04-21,2023-04-24,Completed,REF-26339021,Participation processed under FAC-0024,S. Patel,S. Patel
TXN-002865,OBL-00296,FAC-0039,Interest Payment,20791572.02,USD,2024-05-19,2024-05-20,Completed,REF-61500505,Participation processed under FAC-0039,D. Lee,S. Patel
TXN-002866,OBL-00096,FAC-0008,Fee Payment,219953896.58,USD,2020-04-17,2020-04-18,Pending,REF-84893109,Amendment processed under FAC-0008,J. Thompson,K. Brown
TXN-002867,OBL-00346,FAC-0100,Syndication,89702391.01,USD,2023-12-29,2023-12-29,Pending,REF-50372913,Participation processed under FAC-0100,R. Williams,D. Lee
TXN-002868,OBL-00257,FAC-0030,Waiver,185793149.35,USD,2021-05-15,2021-05-15,Completed,REF-88399481,Syndication processed under FAC-0030,R. Williams,D. Lee
TXN-002869,OBL-00340,FAC-0026,Assignment,175966692.7,USD,2022-03-28,2022-03-30,Failed,REF-61723891,Participation processed under FAC-0026,J. Thompson,J. Thompson
TXN-002870,OBL-00454,FAC-0078,Interest Payment,11289921.5,USD,2021-12-23,2021-12-25,Pending,REF-95523717,Assignment processed under FAC-0078,K. Brown,L. Johnson
TXN-002871,OBL-00328,FAC-0013,Syndication,143849320.17,USD,2021-06-07,2021-06-09,Completed,REF-32227639,Assignment processed under FAC-0013,J. Thompson,R. Williams
TXN-002872,OBL-00211,FAC-0040,Waiver,174046344.89,USD,2020-08-07,2020-08-09,Completed,REF-43730309,Amendment processed under FAC-0040,S. Patel,J. Thompson
TXN-002873,OBL-00032,FAC-0062,Participation,46299968.81,USD,2021-08-20,2021-08-21,Pending,REF-69468763,Amendment processed under FAC-0062,D. Lee,A. Rodriguez
TXN-002874,OBL-00444,FAC-0019,Waiver,28981203.29,USD,2022-01-25,2022-01-26,Completed,REF-94768182,Rollover processed under FAC-0019,A. Rodriguez,P. Wilson
TXN-002875,OBL-00498,FAC-0081,Drawdown,123600262.78,USD,2022-12-16,2022-12-18,Completed,REF-64874638,Waiver processed under FAC-0081,A. Rodriguez,M. Chen
TXN-002876,OBL-00115,FAC-0072,Repayment,19637756.5,USD,2021-10-10,2021-10-12,Cancelled,REF-45314199,Fee Payment processed under FAC-0072,S. Patel,S. Patel
TXN-002877,OBL-00364,FAC-0055,Syndication,61516451.98,USD,2023-02-26,2023-03-01,Cancelled,REF-37489392,Interest Payment processed under FAC-0055,D. Lee,P. Wilson
TXN-002878,OBL-00355,FAC-0060,Interest Payment,359223148.17,USD,2024-01-07,2024-01-07,Completed,REF-37441517,Participation processed under FAC-0060,A. Rodriguez,J. Thompson
TXN-002879,OBL-00206,FAC-0042,Assignment,49300618.2,USD,2020-03-24,2020-03-24,Completed,REF-15121791,Waiver processed under FAC-0042,S. Patel,S. Patel
TXN-002880,OBL-00309,FAC-0051,Amendment,149322336.8,USD,2020-06-15,2020-06-17,Failed,REF-64550003,Waiver processed under FAC-0051,P. Wilson,P. Wilson
TXN-002881,OBL-00011,FAC-0004,Interest Payment,71522114.47,USD,2021-11-14,2021-11-15,Completed,REF-92734671,Rollover processed under FAC-0004,K. Brown,A. Rodriguez
